INSEE;ZRR
25502;0
25503;1
25504;1
25505;1
25506;1
25507;0
25508;0
25510;0
25511;0
25512;1
25513;1
25514;0
25515;0
25516;1
25517;1
25518;0
25519;1
25520;0
25521;0
25522;1
25523;0
25524;0
25525;0
25526;0
25527;0
25528;0
25529;1
25532;0
25533;1
25534;1
25535;0
25536;0
25537;0
25538;0
25539;0
25540;0
25541;1
25542;0
25544;1
25545;1
25546;0
25547;0
25548;0
25549;1
25550;1
25551;1
25552;1
25553;1
25554;1
25555;0
25556;1
25557;0
25558;0
25559;0
25560;0
25561;0
25562;0
25563;0
25564;0
25565;0
25566;1
25567;1
25569;0
25570;1
25571;0
25572;1
25573;0
25574;1
25575;0
25578;0
25579;0
25580;0
25582;0
25583;1
25584;1
25586;0
25588;1
25589;1
25590;1
25591;1
25592;1
25594;0
25595;1
25596;1
25597;1
25598;0
25599;0
25600;1
25601;0
25602;0
25604;0
25605;0
25607;1
25608;0
25609;0
25611;0
25612;0
25613;1
25614;0
25615;0
25616;0
25617;0
25618;0
25619;1
25620;1
25621;1
25622;0
25623;1
25624;0
25625;1
25626;0
25627;1
25628;0
25629;0
25630;0
25631;0
25632;0
25633;0
25634;0
25635;1
26001;1
26002;0
26003;1
26004;0
26005;0
26006;1
26007;0
26008;0
26009;0
26010;0
26011;1
26012;1
26013;1
26014;0
26015;1
26016;1
26017;1
26018;1
26019;1
26020;1
26021;1
26022;1
26023;0
26024;1
26025;1
26026;1
26027;1
26028;0
26030;1
26031;0
26032;0
26033;0
26034;0
26035;1
26036;1
26037;0
26038;0
26039;0
26040;1
26041;0
26042;0
26043;1
26045;1
26046;1
26047;1
26048;1
26049;0
26050;1
26051;1
26052;0
26054;0
26055;1
26056;1
26057;0
26058;0
26059;1
26060;1
26061;0
26062;1
26063;1
26064;0
26065;1
26066;1
26067;1
26068;0
26069;1
26070;1
26071;0
26072;0
26073;1
26074;1
26075;1
26076;1
26077;0
26078;0
26079;0
26080;1
26081;1
26082;1
26083;0
26084;0
26085;0
26086;1
26087;0
26088;0
26089;1
26090;1
26091;1
26092;0
26093;0
26094;0
26095;0
26096;0
26097;0
26098;1
26099;1
26100;1
26101;1
26102;0
26103;1
26104;1
26105;1
26106;0
26107;0
26108;1
26110;0
26111;1
26112;1
26113;1
26114;1
26115;1
26116;0
26117;1
26118;0
26119;0
26121;0
26122;1
26123;1
26124;0
26125;1
26126;1
26127;1
26128;1
26129;0
26130;1
26131;1
26133;0
26134;1
26135;1
26136;1
26137;1
26138;0
26139;0
26140;0
26141;1
26142;1
26143;0
26144;1
26145;0
26146;1
26147;1
26148;0
26149;0
26150;1
26152;1
26153;1
26154;1
26155;0
26156;0
26157;0
26159;1
26160;0
26161;1
26162;0
26163;1
26164;1
26165;0
26166;0
26167;1
26168;1
26169;0
26170;0
26171;1
26172;0
26173;0
26174;0
26175;1
26176;0
26177;0
26178;1
26179;0
26180;1
26181;1
26182;1
26183;1
26185;0
26186;1
26188;1
26189;1
26190;1
26191;0
26192;1
26193;1
26194;0
26195;1
26196;0
26197;0
26198;0
26199;1
26200;1
26201;1
26202;1
26203;1
26204;1
26205;1
26206;0
26207;0
26208;1
26209;1
26210;0
26211;1
26212;1
26213;0
26214;1
26215;1
26216;0
26217;1
26218;0
26219;0
26220;1
26221;1
26222;1
26223;1
26224;1
26225;0
26226;1
26227;1
26228;1
26229;1
26231;0
26232;1
26233;1
26234;1
26235;0
26236;1
26238;1
26239;1
26240;1
26241;1
26242;1
26243;1
26244;1
26245;1
26246;1
26247;0
26248;1
26249;1
26250;0
26251;0
26252;0
26253;1
26254;1
26255;1
26256;1
26257;0
26258;1
26259;0
26261;1
26262;1
26263;1
26264;1
26266;1
26267;1
26268;1
26269;1
26270;1
26271;0
26272;0
26273;0
26274;1
26275;0
26276;1
26277;1
26278;1
26279;1
26281;0
26282;1
26283;1
26284;1
26285;1
26286;1
26287;0
26288;1
26289;1
26290;1
26291;1
26292;1
26293;0
26294;0
26295;0
26296;1
26298;0
26299;1
26300;1
26301;0
26302;1
26303;1
26304;1
26305;0
26306;1
26307;1
26308;1
26309;1
26310;0
26311;1
26312;0
26313;0
26314;0
26315;1
26316;1
26317;1
26318;1
26319;0
26320;1
26321;1
26322;1
26323;0
26324;0
26325;0
26326;0
26327;1
26328;1
26329;1
26330;0
26331;1
26332;0
26333;0
26334;1
26335;1
26336;1
26337;0
26338;0
26339;0
26340;1
26341;0
26342;0
26343;1
26344;1
26345;0
26346;1
26347;0
26348;1
26349;0
26350;1
26351;1
26352;0
26353;0
26355;0
26356;1
26357;0
26358;0
26359;1
26360;1
26361;1
26362;0
26363;1
26364;1
26365;1
26367;1
26368;1
26369;1
26370;1
26371;1
26372;1
26373;1
26374;1
26375;1
26376;1
26377;1
26378;1
26379;0
26380;0
26381;0
26382;0
27001;0
27002;0
27003;0
27004;0
27005;0
27006;0
27008;0
27009;0
27010;0
27011;0
27012;0
27013;0
27014;0
27015;0
27016;0
27017;0
27018;0
27019;0
27020;0
27021;1
27022;0
27023;0
27025;0
27026;0
27027;0
27028;0
27031;0
27032;0
27033;0
27034;0
27035;1
27036;0
27037;0
27038;0
27039;0
27040;0
27042;1
27043;0
27044;0
27045;0
27046;1
27047;0
27048;1
27049;1
27050;0
27051;0
27052;0
27053;0
27054;0
27055;0
27056;0
27057;0
27059;0
27061;0
27062;0
27063;0
27064;0
27065;0
27066;1
27067;0
27068;0
27069;0
27070;0
27071;1
27072;0
27073;0
27074;0
27075;0
27076;0
27077;0
27078;0
27079;1
27081;0
27082;0
27083;0
27085;0
27089;0
27090;0
27091;0
27094;1
27095;0
27096;0
27097;0
27098;1
27099;0
27100;0
27101;0
27102;0
27103;0
27104;0
27105;0
27106;1
27107;0
27108;0
27109;0
27110;0
27111;0
27112;0
27113;0
27114;0
27115;0
27116;0
27117;1
27118;0
27119;0
27120;0
27123;0
27124;0
27125;0
27126;0
27127;0
27129;0
27130;1
27132;0
27133;0
27134;0
27135;0
27136;0
27137;0
27138;1
27139;0
27140;0
27141;0
27142;0
27144;0
27146;1
27147;0
27148;1
27149;1
27151;0
27152;0
27153;0
27154;0
27155;0
27156;0
27157;0
27158;0
27161;0
27162;0
27163;0
27164;0
27165;0
27167;0
27168;0
27169;0
27170;1
27171;0
27173;0
27174;0
27176;0
27177;0
27179;0
27180;0
27181;0
27182;0
27183;0
27184;0
27185;0
27187;0
27188;0
27189;0
27190;0
27191;0
27192;0
27193;0
27194;0
27196;0
27198;0
27199;0
27200;0
27201;0
27202;0
27203;0
27204;0
27205;0
27206;0
27207;1
27208;1
27209;0
27210;0
27212;0
27213;0
27214;0
27215;0
27216;0
27217;0
27218;1
27219;0
27220;0
27222;1
27224;0
27226;0
27227;0
27228;0
27229;0
27230;0
27231;0
27232;0
27233;0
27234;0
27235;0
27237;1
27238;0
27239;1
27240;0
27241;0
27242;0
27243;0
27245;1
27246;0
27247;0
27248;1
27249;0
27251;0
27252;1
27254;0
27256;0
27258;0
27259;0
27260;0
27261;0
27263;0
27266;0
27267;0
27269;1
27271;0
27273;0
27275;0
27276;0
27277;0
27278;0
27279;0
27280;0
27281;0
27282;0
27284;0
27285;0
27286;1
27287;0
27288;0
27289;1
27290;0
27291;0
27294;0
27295;1
27298;0
27299;0
27300;0
27301;0
27302;0
27304;0
27306;0
27307;0
27309;0
27310;0
27311;0
27312;0
27313;0
27315;0
27316;0
27317;0
27318;0
27319;0
27320;0
27321;0
27322;0
27323;0
27324;0
27325;0
27326;0
27327;0
27329;0
27330;0
27331;0
27332;0
27333;0
27334;1
27335;0
27336;0
27337;0
27338;1
27339;0
27340;0
27341;0
27342;0
27343;0
27345;0
27346;0
27347;0
27348;0
27349;0
27350;0
27351;0
27353;0
27354;0
27355;0
27358;0
27359;0
27360;0
27361;0
27363;0
27364;0
27365;0
27366;0
27367;1
27368;0
27369;1
27370;1
27371;0
27372;0
27373;1
27374;0
27375;0
27376;0
27377;1
27378;0
27379;0
27380;0
27381;0
27382;0
27383;0
27384;0
27385;0
27386;0
27388;0
27389;0
27390;0
27391;0
27392;1
27393;0
27394;0
27395;1
27396;0
27397;0
27398;0
27399;0
27400;0
27401;0
27403;0
27404;1
27405;0
27406;0
27407;0
27408;0
27410;0
27411;0
27412;0
27413;0
27414;1
27415;1
27417;0
27418;0
27419;0
27420;0
27421;0
27422;0
27423;0
27424;0
27425;0
27426;0
27427;0
27428;0
27429;0
27430;0
27431;0
27432;0
27433;0
27434;1
27435;1
27436;0
27437;0
27438;0
27439;0
27440;0
27441;0
27442;1
27444;1
27445;0
27446;0
27447;0
27448;0
27451;0
27453;0
27454;0
27455;1
27456;0
27457;0
27458;0
27459;1
27460;0
27462;1
27463;0
27464;0
27465;0
27466;0
27467;0
27468;0
27469;0
27470;0
27471;0
27472;0
27473;0
27474;0
27475;1
27476;0
27477;0
27478;0
27480;0
27481;0
27482;0
27483;0
27485;0
27486;0
27487;0
27488;0
27489;0
27490;0
27492;0
27493;0
27495;0
27496;1
27497;0
27498;0
27500;0
27501;0
27502;0
27504;0
27505;1
27507;0
27508;0
27511;0
27512;1
27514;1
27516;0
27517;0
27518;0
27520;1
27521;0
27522;1
27524;0
27525;0
27527;0
27528;0
27529;0
27530;1
27531;0
27533;0
27534;0
27535;0
27536;0
27537;0
27538;1
27539;0
27540;0
27541;1
27542;1
27543;0
27544;0
27545;0
27546;0
27547;1
27548;0
27550;1
27552;1
27553;0
27554;0
27555;0
27556;1
27557;0
27558;0
27560;0
27561;0
27562;0
27563;0
27564;1
27565;0
27567;0
27568;0
27569;0
27570;0
27571;1
27572;0
27576;0
27577;0
27578;0
27579;0
27580;0
27582;0
27584;0
27586;0
27587;0
27589;0
27590;1
27591;1
27592;0
27593;0
27594;1
27595;0
27597;0
27598;0
27599;0
27601;0
27602;0
27603;1
27604;0
27605;1
27606;0
27608;0
27609;0
27610;0
27611;0
27612;0
27613;1
27614;0
27615;0
27616;0
27617;0
27618;0
27620;0
27621;0
27622;0
27623;0
27624;0
27625;0
27627;1
27629;1
27630;0
27631;0
27632;0
27633;0
27635;0
27638;0
27640;0
27641;0
27643;0
27644;0
27645;0
27646;0
27649;1
27650;0
27652;0
27654;0
27655;0
27656;0
27658;0
27659;0
27660;1
27661;0
27662;0
27663;0
27664;1
27665;0
27666;0
27667;0
27668;0
27669;0
27670;0
27671;0
27672;1
27673;0
27674;0
27058;0
27677;0
27678;0
27679;0
27680;1
27681;0
27682;0
27683;0
27684;0
27685;0
27686;0
27689;0
27690;0
27691;0
27692;0
27693;0
27694;0
27695;0
27696;0
27697;0
27698;0
27699;0
27700;0
27701;0
28001;0
28003;0
28004;1
28005;0
28006;0
28007;0
28008;0
28009;0
28010;0
28012;1
28013;0
28014;0
28015;0
28016;1
28018;1
28019;1
28021;0
28022;0
28023;0
28024;0
28025;1
28026;1
28027;1
28028;1
28029;1
28030;1
28031;1
28032;1
28033;1
28034;0
28035;0
28036;0
28037;0
28038;1
28039;0
28040;0
28041;0
28045;0
28046;1
28047;1
28048;0
28049;1
28050;0
28051;0
28052;0
28053;0
28054;0
28055;0
28056;0
28057;0
28058;0
28059;1
28060;0
28061;1
28062;0
28064;0
28065;0
28067;0
28068;0
28070;0
28071;1
28072;0
28073;0
28074;0
28075;1
28076;0
28077;1
28078;1
28079;1
28080;1
28081;0
28082;0
28084;0
28085;0
28086;1
28087;1
28088;1
28089;0
28090;1
28091;0
28092;0
28094;0
28095;0
28096;0
28098;0
28099;0
28100;0
28102;0
28103;1
28104;0
28105;1
28106;1
28107;0
28108;1
28109;1
28110;0
28111;1
28113;0
28114;1
28116;0
28117;0
28118;0
28119;1
28120;1
28121;1
28122;0
28123;1
28124;0
28126;0
28127;0
28128;0
28129;0
28130;1
28132;1
28134;0
28135;0
28136;0
28137;0
28139;0
28140;0
28141;0
28142;0
28143;1
28144;1
28146;0
28147;0
28148;0
28149;1
28151;1
28153;0
28154;0
28155;0
28156;1
28157;1
28158;0
28159;1
28160;0
28161;1
28162;0
28163;0
28164;0
28166;0
28167;0
28168;0
28169;0
28170;0
28171;0
28172;0
28173;0
28175;0
28176;0
28177;0
28178;0
28180;0
28182;1
28183;1
28184;1
28185;0
28187;0
28188;0
28189;0
28190;1
28191;0
28192;1
28193;0
28194;0
28195;0
28196;0
28197;1
28198;1
28199;1
28200;1
28201;0
28202;1
28203;0
28206;1
28207;0
28208;0
28209;0
28210;1
28211;1
28212;1
28213;0
28214;1
28215;1
28216;0
28217;1
28218;0
28219;1
28220;0
28221;1
28222;0
28223;0
28225;0
28226;0
28227;0
28229;0
28230;0
28231;1
28232;1
28233;1
28234;0
28235;0
28236;0
28237;1
28239;0
28240;1
28242;0
28243;1
28245;0
28246;0
28247;0
28248;1
28249;0
28251;0
28252;1
28253;0
28254;0
28255;0
28256;1
28257;0
28259;0
28260;0
28261;1
28263;0
28264;1
28265;1
28267;0
28268;0
28269;0
28270;0
28271;1
28272;1
28273;1
28274;1
28275;0
28276;0
28277;0
28278;0
28279;0
28280;0
28281;0
28282;1
28283;1
28284;1
28285;0
28286;0
28287;1
28289;0
28290;0
28291;1
28292;0
28293;0
28294;0
28296;1
28298;0
28299;0
28300;1
28301;0
28302;0
28303;1
28304;1
28305;0
28306;0
28308;1
28309;0
28310;1
28312;0
28313;1
28314;1
28315;1
28316;1
28317;0
28319;1
28321;0
28322;0
28323;0
28324;0
28325;0
28326;0
28327;1
28329;1
28330;1
28331;1
28332;0
28333;0
28334;1
28335;1
28336;0
28337;0
28339;0
28341;0
28342;0
28343;0
28344;0
28346;1
28347;0
28348;0
28349;0
28350;0
28351;0
28352;0
28353;0
28354;1
28355;0
28357;0
28358;0
28359;0
28360;0
28362;1
28363;0
28364;0
28365;0
28366;0
28367;1
28368;1
28369;0
28370;0
28371;0
28372;0
28373;1
28374;0
28375;0
28377;0
28378;0
28379;0
28380;0
28382;1
28383;1
28385;0
28386;0
28387;1
28388;0
28389;1
28390;1
28391;0
28392;1
28393;0
28394;0
28395;0
28396;0
28397;0
28398;1
28400;1
28401;1
28403;0
28404;0
28405;0
28406;1
28407;0
28408;0
28409;0
28410;1
28411;1
28414;0
28415;0
28417;0
28418;0
28419;0
28421;0
28422;1
28423;0
28424;1
28425;0
28426;1
29001;0
29002;0
29003;0
29004;0
29005;0
29006;0
29007;1
29008;0
29010;0
29011;0
29012;1
29013;1
29014;0
29015;0
29016;1
29017;0
29018;1
29019;0
29020;0
29021;0
29022;0
29023;0
29024;1
29025;1
29026;1
29027;1
29028;0
29029;1
29030;0
29031;0
29032;0
29033;1
29034;0
29035;0
29036;1
29037;0
29038;0
29039;0
29040;0
29041;1
29042;0
29043;0
29044;1
29045;0
29046;0
29047;0
29048;0
29049;0
29051;0
29053;0
29054;1
29055;0
29056;0
29057;0
29058;0
29059;0
29060;0
29061;0
29062;1
29063;0
29064;0
29065;0
29066;0
29067;0
29068;0
29069;0
29070;0
29071;0
29072;0
29073;0
29074;0
29075;0
29076;0
29077;0
29078;0
29079;0
29080;0
29081;1
29082;0
29083;0
29084;0
29085;0
29086;0
29087;0
29089;1
29090;0
29091;0
29093;0
29094;0
29095;0
29097;0
29098;0
29099;0
29100;0
29101;0
29102;1
29103;0
29104;0
29105;0
29106;0
29107;0
29108;0
29109;0
29110;0
29111;0
29112;0
29113;0
29114;0
29115;1
29116;0
29117;0
29119;0
29120;0
29122;1
29123;1
29124;0
29125;1
29126;0
29128;0
29130;0
29131;0
29132;0
29133;0
29134;0
29135;0
29136;0
29137;0
29139;1
29140;0
29141;1
29142;1
29143;0
29144;0
29145;0
29146;0
29147;0
29148;0
29150;0
29151;0
29152;1
29153;0
29155;1
29156;0
29158;0
29159;0
29160;0
29161;0
29162;1
29163;0
29165;0
29166;1
29167;0
29168;0
29169;0
29170;0
29171;0
29172;1
29173;0
29174;0
29175;1
29176;1
29177;0
29178;0
29179;0
29180;0
29181;0
29182;0
29183;0
29184;0
29185;0
29186;0
29187;0
29188;0
29189;0
29190;0
29191;0
29192;0
29193;0
29195;0
29196;0
29197;0
29198;0
29199;0
29201;0
29202;0
29204;0
29205;1
29206;0
29207;0
29208;0
29209;0
29210;0
29211;1
29212;0
29213;0
29214;0
29215;0
29216;0
29217;0
29218;0
29220;0
29221;0
29222;1
29224;0
29225;0
29226;0
29227;1
29228;0
29229;0
29230;0
29232;0
29233;0
29234;0
29235;0
29236;0
29237;0
29238;0
29239;0
29240;0
29241;0
29243;1
29244;0
29245;0
29246;0
29247;0
29248;0
29249;1
29250;1
29251;0
29252;0
29254;0
29255;0
29256;1
29257;0
29259;0
29260;0
29261;1
29262;0
29263;1
29264;0
29265;0
29266;0
29267;1
29268;0
29269;0
29270;0
29271;0
29272;0
29273;0
29274;0
29275;1
29276;0
29277;0
29278;1
29279;0
29280;0
29281;0
29282;0
29284;0
29285;0
29286;0
29287;0
29288;0
29289;1
29290;0
29291;1
29292;0
29293;0
29294;0
29295;0
29296;0
29297;0
29298;0
29299;0
29300;0
29301;0
29302;0
2A001;0
2A004;0
2A006;0
2A008;0
2A011;1
2A014;1
2A017;0
2A018;1
2A019;1
2A021;1
2A022;1
2A024;1
2A026;0
2A027;1
2A028;1
2A031;1
2A032;0
2A035;1
2A038;1
2A040;1
2A041;1
2A048;1
2A056;0
2A060;1
2A061;1
2A062;1
2A064;0
2A065;1
2A066;1
2A070;1
2A071;1
2A085;1
2A089;1
2A090;1
2A091;0
2A092;1
2A094;1
2A098;0
2A099;1
2A100;1
2A103;0
2A104;1
2A108;1
2A114;1
2A115;1
2A117;1
2A118;1
2A119;0
2A127;1
2A128;1
2A129;1
2A130;0
2A131;1
2A132;0
2A133;1
2A139;1
2A141;1
2A142;1
2A144;1
2A146;1
2A154;1
2A158;1
2A160;1
2A163;1
2A174;1
2A181;1
2A186;1
2A189;1
2A191;1
2A196;1
2A197;1
2A198;1
2A200;1
2A203;1
2A204;1
2A209;0
2A211;1
2A212;1
2A215;1
2A228;0
2A232;1
2A240;1
2A247;1
2A249;1
2A253;0
2A254;1
2A258;1
2A259;1
2A262;1
2A266;1
2A268;1
2A269;1
2A270;1
2A271;0
2A272;1
2A276;1
2A278;1
2A279;1
2A282;1
2A284;1
2A285;1
2A288;1
2A295;1
2A300;1
2A308;1
2A310;1
2A312;0
2A322;1
2A323;0
2A324;1
2A326;1
2A330;1
2A331;0
2A336;0
2A345;1
2A348;1
2A349;1
2A351;0
2A357;1
2A358;1
2A359;1
2A360;1
2A362;1
2A363;1
2B002;1
2B003;1
2B005;1
2B007;1
2B009;1
2B010;1
2B012;1
2B013;1
2B015;1
2B016;1
2B020;1
2B023;1
2B025;1
2B029;1
2B030;1
2B033;0
2B034;1
2B036;1
2B037;0
2B039;1
2B042;0
2B043;1
2B045;1
2B046;1
2B047;1
2B049;1
2B050;1
2B051;1
2B052;1
2B053;1
2B054;1
2B055;1
2B057;1
2B058;1
2B059;1
2B063;1
2B067;1
2B068;1
2B069;1
2B072;1
2B073;1
2B074;1
2B075;1
2B077;1
2B078;1
2B079;1
2B080;1
2B081;1
2B082;1
2B083;1
2B084;1
2B086;1
2B087;1
2B088;1
2B093;1
2B095;1
2B096;1
2B097;1
2B101;1
2B102;1
2B105;1
2B106;1
2B107;1
2B109;1
2B110;1
2B111;1
2B112;1
2B113;1
2B116;1
2B120;0
2B121;1
2B122;1
2B123;1
2B124;1
2B125;1
2B126;1
2B134;1
2B135;1
2B136;1
2B137;1
2B138;1
2B140;1
2B143;1
2B145;1
2B147;1
2B148;0
2B149;1
2B150;1
2B152;1
2B153;1
2B155;1
2B156;1
2B157;1
2B159;1
2B161;1
2B162;1
2B164;1
2B165;1
2B166;1
2B167;1
2B168;1
2B169;1
2B170;1
2B171;1
2B172;1
2B173;1
2B175;1
2B176;1
2B177;1
2B178;1
2B179;1
2B180;1
2B182;1
2B183;1
2B184;1
2B185;1
2B187;1
2B188;1
2B190;1
2B192;1
2B193;1
2B194;1
2B195;1
2B199;1
2B201;1
2B202;1
2B205;1
2B206;1
2B207;1
2B208;1
2B210;1
2B213;1
2B214;1
2B216;1
2B217;1
2B218;1
2B219;1
2B220;1
2B221;1
2B222;1
2B223;1
2B224;1
2B225;1
2B226;1
2B227;1
2B229;1
2B230;1
2B231;1
2B233;1
2B234;1
2B235;1
2B236;1
2B238;1
2B239;1
2B241;1
2B242;1
2B243;1
2B244;1
2B245;1
2B246;1
2B248;1
2B250;1
2B251;1
2B252;1
2B255;1
2B256;1
2B257;1
2B260;1
2B261;1
2B263;1
2B264;1
2B265;1
2B267;1
2B273;1
2B274;1
2B275;1
2B277;1
2B280;1
2B281;1
2B283;1
2B286;1
2B287;1
2B289;1
2B290;1
2B291;1
2B292;1
2B293;1
2B296;1
2B297;1
2B298;1
2B299;1
2B301;1
2B302;1
2B303;1
2B304;1
2B305;0
2B306;1
2B307;1
2B309;0
2B311;1
2B313;1
2B314;1
2B315;1
2B316;1
2B317;1
2B318;1
2B319;1
2B320;1
2B321;1
2B327;1
2B328;1
2B329;1
2B332;1
2B333;1
2B334;1
2B335;1
2B337;1
2B338;1
2B339;1
2B340;1
2B341;1
2B342;1
2B343;1
2B344;1
2B346;1
2B347;1
2B350;0
2B352;1
2B353;0
2B354;1
2B355;1
2B356;1
2B361;1
2B364;1
2B365;1
2B366;1
30001;1
30002;1
30003;0
30004;0
30005;0
30006;0
30007;0
30008;1
30009;1
30010;0
30011;0
30012;0
30013;0
30014;1
30015;1
30016;1
30017;1
30018;0
30019;0
30020;0
30021;1
30022;1
30023;0
30024;1
30025;1
30026;1
30027;0
30028;0
30029;1
30030;1
30031;1
30032;0
30033;0
30034;0
30035;1
30036;0
30037;1
30038;1
30039;0
30040;1
30041;1
30042;0
30043;0
30044;1
30045;1
30046;0
30047;0
30048;1
30049;1
30050;1
30051;0
30052;1
30053;0
30054;1
30055;1
30056;1
30057;0
30058;1
30059;0
30060;0
30061;0
30062;0
30064;1
30065;1
30066;1
30067;1
30068;1
30069;1
30070;0
30071;1
30072;0
30073;0
30074;1
30075;0
30076;0
30077;0
30079;1
30080;1
30081;0
30082;0
30083;0
30084;0
30085;0
30086;1
30087;1
30088;0
30089;0
30090;1
30091;0
30092;0
30093;1
30094;0
30095;1
30096;0
30097;1
30098;0
30099;1
30100;0
30101;0
30102;0
30103;0
30104;0
30105;1
30106;1
30107;0
30108;1
30109;0
30110;1
30111;1
30112;0
30113;1
30114;0
30115;1
30116;0
30117;0
30119;1
30120;1
30121;1
30122;0
30123;0
30124;0
30125;0
30126;1
30127;0
30128;0
30129;0
30130;1
30131;0
30132;0
30133;0
30134;1
30135;0
30136;0
30137;0
30138;0
30139;1
30140;1
30141;0
30142;0
30143;0
30144;0
30145;0
30146;1
30147;0
30148;1
30149;0
30150;1
30151;1
30152;0
30153;1
30154;1
30155;0
30156;0
30158;0
30159;0
30160;1
30161;0
30162;0
30163;0
30164;1
30165;0
30166;0
30167;1
30168;0
30169;0
30170;1
30171;1
30172;1
30173;0
30174;1
30175;0
30176;1
30177;0
30178;0
30179;0
30180;0
30181;0
30182;0
30183;0
30184;1
30185;0
30186;0
30187;1
30188;0
30189;0
30191;0
30192;1
30193;0
30194;1
30195;1
30196;0
30197;1
30198;1
30199;1
30200;1
30201;1
30202;0
30203;1
30204;1
30205;1
30206;0
30207;0
30208;1
30209;0
30210;1
30211;0
30212;0
30213;1
30214;0
30215;1
30216;1
30217;0
30218;1
30219;1
30220;1
30221;0
30222;0
30223;0
30224;0
30225;0
30226;0
30227;1
30228;0
30229;1
30230;0
30231;1
30232;1
30233;0
30234;1
30235;0
30236;1
30237;1
30238;1
30239;0
30240;0
30241;0
30242;0
30243;0
30244;0
30245;0
30246;1
30247;1
30248;1
30249;0
30250;0
30251;0
30252;1
30253;0
30254;0
30255;0
30256;0
30257;0
30258;0
30259;0
30260;0
30261;0
30262;1
30263;1
30264;0
30265;1
30266;1
30267;0
30268;0
30269;0
30270;0
30271;0
30272;1
30273;0
30274;0
30275;1
30276;0
30277;0
30278;0
30279;1
30280;1
30281;0
30282;1
30283;1
30284;0
30285;0
30286;1
30287;0
30288;0
30289;1
30290;0
30291;0
30292;0
30293;1
30294;0
30295;1
30296;1
30297;1
30298;0
30299;1
30300;1
30301;1
30302;0
30303;1
30304;0
30305;0
30306;0
30307;0
30308;1
30309;1
30310;1
30311;1
30312;0
30313;0
30314;1
30315;0
30316;1
30317;0
30318;1
30319;1
30320;1
30321;0
30322;1
30323;0
30324;0
30325;1
30326;0
30327;1
30328;0
30329;1
30330;0
30331;0
30332;1
30333;0
30334;1
30335;1
30336;0
30337;1
30338;1
30339;1
30340;0
30341;0
30342;0
30343;1
30344;0
30345;1
30346;0
30347;0
30348;0
30349;1
30350;1
30351;0
30352;0
30353;1
30354;0
30355;0
30356;0
31001;1
31002;1
31003;0
31004;0
31005;1
31006;1
31007;1
31008;1
31009;1
31010;1
31011;1
31012;1
31013;1
31014;1
31015;1
31017;1
31018;1
31019;1
31020;1
31021;1
31022;0
31023;1
31024;0
31025;0
31026;1
31027;0
31028;1
31029;0
31030;1
31031;1
31032;0
31033;0
31034;1
31035;0
31036;0
31037;0
31038;0
31039;1
31040;1
31041;1
31042;1
31043;1
31044;0
31045;1
31046;1
31047;0
31048;0
31049;0
31050;1
31051;0
31052;0
31053;0
31054;0
31055;1
31056;0
31057;0
31058;0
31059;1
31060;1
31061;1
31062;1
31063;1
31064;1
31065;0
31066;0
31067;1
31068;1
31069;0
31070;1
31071;0
31072;1
31073;0
31074;0
31075;0
31076;1
31077;0
31078;1
31079;0
31080;1
31081;1
31082;0
31083;1
31084;0
31085;1
31086;1
31087;0
31088;0
31089;0
31090;1
31091;0
31092;1
31093;0
31094;0
31095;1
31096;1
31097;1
31098;1
31099;1
31100;1
31101;0
31102;1
31103;1
31104;0
31105;1
31106;0
31107;0
31108;1
31109;1
31110;1
31111;1
31112;1
31113;0
31114;1
31115;1
31116;0
31117;0
31118;0
31119;1
31120;1
31121;1
31122;1
31123;1
31124;1
31125;1
31126;1
31127;1
31128;1
31129;1
31130;1
31131;1
31132;1
31133;1
31134;1
31135;0
31136;0
31137;0
31138;1
31139;1
31140;1
31141;1
31142;1
31143;1
31144;1
31145;1
31146;1
31147;1
31148;0
31149;0
31150;0
31151;0
31152;1
31153;0
31155;1
31156;1
31157;0
31158;1
31159;1
31160;0
31161;0
31162;0
31163;0
31164;1
31165;0
31166;0
31167;1
31168;1
31169;0
31170;1
31171;0
31172;1
31173;1
31174;1
31175;1
31176;1
31177;1
31178;1
31179;1
31180;1
31181;0
31182;0
31183;1
31184;0
31185;0
31186;0
31187;0
31188;0
31189;0
31190;1
31191;1
31192;0
31193;1
31194;1
31195;1
31196;0
31197;1
31198;1
31199;1
31200;1
31201;1
31202;0
31203;0
31204;1
31205;0
31206;0
31207;1
31208;1
31209;1
31210;0
31211;0
31212;0
31213;1
31215;0
31216;0
31217;1
31218;1
31219;0
31220;1
31221;1
31222;1
31223;1
31224;1
31225;0
31226;1
31227;0
31228;0
31229;1
31230;0
31231;1
31232;0
31233;0
31234;1
31235;1
31236;1
31237;1
31238;1
31239;1
31240;0
31241;1
31242;1
31243;1
31244;1
31245;1
31246;1
31247;1
31248;0
31249;0
31250;0
31251;1
31252;0
31253;0
31254;0
31255;1
31256;0
31258;0
31259;0
31260;1
31261;1
31262;0
31263;0
31264;0
31265;1
31266;0
31267;0
31268;1
31269;0
31270;1
31271;0
31272;1
31273;0
31274;1
31275;1
31276;1
31277;0
31278;1
31279;1
31280;0
31281;0
31282;0
31283;0
31284;0
31285;0
31286;0
31287;0
31288;0
31289;1
31290;1
31291;0
31292;0
31293;0
31294;1
31295;1
31296;1
31297;0
31299;0
31300;1
31301;1
31302;1
31303;0
31304;1
31305;1
31306;1
31308;1
31309;1
31310;0
